example_id                                                                                     | status | run_time        |
./spec/services/integrations/persist_sync_results_service_spec.rb[1:1:1]                       | passed | 0.00153 seconds |
./spec/services/integrations/persist_sync_results_service_spec.rb[1:1:2]                       | passed | 0.00175 seconds |
./spec/services/integrations/persist_sync_results_service_spec.rb[1:1:3]                       | passed | 0.00265 seconds |
./spec/services/integrations/persist_sync_results_service_spec.rb[1:1:4]                       | passed | 0.00212 seconds |
./spec/services/integrations/persist_sync_results_service_spec.rb[1:2:1]                       | passed | 0.00141 seconds |
./spec/services/integrations/persist_sync_results_service_spec.rb[1:2:2]                       | passed | 0.00143 seconds |
./spec/services/integrations/persist_sync_results_service_spec.rb[1:2:3]                       | passed | 0.00142 seconds |
./spec/services/integrations/persist_sync_results_service_spec.rb[1:3:1]                       | passed | 0.00193 seconds |
./spec/services/integrations/persist_sync_results_service_spec.rb[1:3:2]                       | passed | 0.00214 seconds |
./spec/services/integrations/persist_sync_results_service_spec.rb[1:3:3]                       | passed | 0.00226 seconds |
./spec/services/integrations/persist_sync_results_service_spec.rb[1:3:4]                       | passed | 0.00224 seconds |
./spec/services/integrations/persist_sync_results_service_spec.rb[1:3:5]                       | passed | 0.00202 seconds |
./spec/services/integrations/persist_sync_results_service_spec.rb[1:3:6]                       | passed | 0.00198 seconds |
./spec/services/integrations/persist_sync_results_service_spec.rb[1:3:7]                       | passed | 0.00192 seconds |
./spec/services/integrations/persist_sync_results_service_spec.rb[1:3:8]                       | passed | 0.00199 seconds |
./spec/services/integrations/persist_sync_results_service_spec.rb[1:3:9]                       | passed | 0.00188 seconds |
./spec/services/integrations/persist_sync_results_service_spec.rb[1:4:1]                       | passed | 0.00213 seconds |
./spec/services/integrations/persist_sync_results_service_spec.rb[1:4:2]                       | passed | 0.00302 seconds |
./spec/services/integrations/persist_sync_results_service_spec.rb[1:4:3]                       | passed | 0.00196 seconds |
./spec/services/integrations/persist_sync_results_service_spec.rb[1:4:4]                       | passed | 0.00201 seconds |
./spec/services/integrations/persist_sync_results_service_spec.rb[1:4:5]                       | passed | 0.002 seconds   |
./spec/services/integrations/persist_sync_results_service_spec.rb[1:5:1]                       | passed | 0.00177 seconds |
./spec/services/integrations/persist_sync_results_service_spec.rb[1:5:2]                       | passed | 0.00199 seconds |
./spec/services/integrations/persist_sync_results_service_spec.rb[1:5:3]                       | passed | 0.00217 seconds |
./spec/services/integrations/persist_sync_results_service_spec.rb[1:5:4]                       | passed | 0.00187 seconds |
./spec/services/integrations/persist_sync_results_service_spec.rb[1:5:5]                       | passed | 0.00236 seconds |
./spec/services/integrations/persist_sync_results_service_spec.rb[1:6:1]                       | passed | 0.00203 seconds |
./spec/services/integrations/persist_sync_results_service_spec.rb[1:6:2]                       | passed | 0.0024 seconds  |
./spec/services/integrations/persist_sync_results_service_spec.rb[1:6:3]                       | passed | 0.00223 seconds |
./spec/services/integrations/persist_sync_results_service_spec.rb[1:6:4]                       | passed | 0.00231 seconds |
./spec/services/integrations/persist_sync_results_service_spec.rb[1:6:5]                       | passed | 0.00281 seconds |
./spec/services/integrations/persist_sync_results_service_spec.rb[1:6:6]                       | passed | 0.00237 seconds |
./spec/services/integrations/persist_sync_results_service_spec.rb[1:6:7]                       | passed | 0.00247 seconds |
./spec/services/integrations/persist_sync_results_service_spec.rb[1:6:8]                       | passed | 0.00326 seconds |
./spec/services/integrations/persist_sync_results_service_spec.rb[1:6:9]                       | passed | 0.00231 seconds |
./spec/services/integrations/persist_sync_results_service_spec.rb[1:7:1]                       | passed | 0.00422 seconds |
./spec/services/integrations/persist_sync_results_service_spec.rb[1:7:2]                       | passed | 0.00404 seconds |
./spec/services/integrations/persist_sync_results_service_spec.rb[1:7:3:1]                     | passed | 0.00331 seconds |
./spec/services/integrations/persist_sync_results_service_spec.rb[1:7:4:1]                     | passed | 0.003 seconds   |
./spec/services/integrations/persist_sync_results_service_spec.rb[1:7:5:1]                     | passed | 0.00445 seconds |
./spec/services/integrations/sync_job_cancellation_spec.rb[1:1:1]                              | passed | 0.00297 seconds |
./spec/services/integrations/sync_job_cancellation_spec.rb[1:1:2]                              | passed | 0.00401 seconds |
